NE_articles,word,n,total,tf,idf,tf_idf
Northeast Article 12,460,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,49.14,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,515,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,60,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,694,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,9,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,a.m.african,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,a.m.british,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,a.m.dozens,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,a.m.german,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,a.m.germany's,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,a.m.india,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,a.m.india's,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,a.m.president,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,a.m.russian,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,a.m.secretary,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,a.m.senior,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,a.m.u.n,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,a.m.u.s,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,a.m.vice,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,abandoning,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,able,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,accord.asked,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,accord.hendricks,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,accord.however,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,accord.may's,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,accord.several,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,according,1,2957,0.000338181,1.32175584,0.000446992
Northeast Article 12,accords,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,accuses,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,accusing,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,achieve,1,2957,0.000338181,1.32175584,0.000446992
Northeast Article 12,achieving,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,actions,1,2957,0.000338181,1.32175584,0.000446992
Northeast Article 12,activity,1,2957,0.000338181,1.32175584,0.000446992
Northeast Article 12,add,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,addition,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,addressing,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,administration.the,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,administrator,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,adviser,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,affecting,1,2957,0.000338181,1.32175584,0.000446992
Northeast Article 12,affiliation,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,age,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,agreement.protesters,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,agreement.standing,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,agriculture,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,aides,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,aims,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,alcamo,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,allies,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,alongside,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,americans,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,americans.trump,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,amounts,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,angela,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,annan,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,anne,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,announced.at,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,anonymity,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,answer,1,2957,0.000338181,0.916290732,0.000309872
Northeast Article 12,appalling,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,appearance,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,aren't,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,associated,1,2957,0.000338181,1.32175584,0.000446992
Northeast Article 12,assuage,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,atmosphere,1,2957,0.000338181,1.098612289,0.000371529
Northeast Article 12,atmospheric,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,attention,1,2957,0.000338181,1.32175584,0.000446992
Northeast Article 12,authorized,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,avoided,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,backing,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,bamako,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,bank,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,barrel,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,based,1,2957,0.000338181,1.32175584,0.000446992
Northeast Article 12,batna,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,battle,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,beautiful,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,becoming,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,beijing,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,being,1,2957,0.000338181,0.510825624,0.000172751
Northeast Article 12,believe,1,2957,0.000338181,1.098612289,0.000371529
Northeast Article 12,benchmark,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,best,1,2957,0.000338181,1.32175584,0.000446992
Northeast Article 12,bet,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,betsy,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,between,1,2957,0.000338181,0.916290732,0.000309872
Northeast Article 12,billions,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,blames,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,bloc,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,brazil's,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,brief,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,briefing,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,brings,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,broad,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,broadcast,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,brussels,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,burden,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,burdened,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,businesses,1,2957,0.000338181,1.098612289,0.000371529
Northeast Article 12,businesses.asked,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,call,1,2957,0.000338181,1.32175584,0.000446992
Northeast Article 12,calling,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,came,1,2957,0.000338181,1.32175584,0.000446992
Northeast Article 12,cannot,1,2957,0.000338181,1.32175584,0.000446992
Northeast Article 12,capita,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,carbon,1,2957,0.000338181,0.510825624,0.000172751
Northeast Article 12,cartel,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,case,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,cattle,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,central,1,2957,0.000338181,1.32175584,0.000446992
Northeast Article 12,century,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,certainly,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,chancellor,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,change.barbara,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,change.president,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,changes,1,2957,0.000338181,1.098612289,0.000371529
Northeast Article 12,channel,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,channel's,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,charter,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,chinese,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,chose,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,city,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,civil,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,claiming,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,climate.modi,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,close,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,combat,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,combating,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,combine,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,comment,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,commerzbank,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,committing,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,compromise,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,concept,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,concerns,1,2957,0.000338181,1.32175584,0.000446992
Northeast Article 12,concluded,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,conditions,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,confirm,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,constructive,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,contend,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,continue,1,2957,0.000338181,1.32175584,0.000446992
Northeast Article 12,contributing,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,contributions,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,conversation,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,conviction,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,convinced,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,cooperate,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,cope,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,corbyn,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,coulibaly,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,council,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,countries.and,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,countries.japan's,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,country's,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,country.he,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,country.many,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,create,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,creation,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,crime,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,crisis,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,criticism,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,criticizing,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,crop,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,curb,1,2957,0.000338181,1.32175584,0.000446992
Northeast Article 12,curbing,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,damages,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,daughter,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,deal.tillerson,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,decided,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,decision.but,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,decisions,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,declared,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,degree,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,demise,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,demurred,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,deon,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,derail,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,despair,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,despite,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,developed,1,2957,0.000338181,0.916290732,0.000309872
Northeast Article 12,developing,1,2957,0.000338181,0.916290732,0.000309872
Northeast Article 12,dialogue,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,did,1,2957,0.000338181,1.098612289,0.000371529
Northeast Article 12,dioxide,1,2957,0.000338181,1.098612289,0.000371529
Northeast Article 12,direct,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,director,1,2957,0.000338181,0.762140052,0.000257741
Northeast Article 12,directs,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,disadvantage,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,disappointment,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,discoveries.and,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,discuss,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,disrupt,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,dodging,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,dollars,1,2957,0.000338181,1.32175584,0.000446992
Northeast Article 12,down,1,2957,0.000338181,1.098612289,0.000371529
Northeast Article 12,downing,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,downplaying,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,dozen,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,dozens,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,drought.sididi,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,effect,1,2957,0.000338181,1.32175584,0.000446992
Northeast Article 12,effect.tillerson,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,eight,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,elders,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,elders.in,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,elected,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,else,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,emerging,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,enough,1,2957,0.000338181,0.762140052,0.000257741
Northeast Article 12,enter,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,entrance,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,environmental,1,2957,0.000338181,0.916290732,0.000309872
Northeast Article 12,environmentalists,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,envoy,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,epa,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,erik,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,essential,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,ever,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,every,1,2957,0.000338181,0.628608659,0.000212583
Northeast Article 12,existentialist,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,exit.she,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,expand,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,expect,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,expected,1,2957,0.000338181,0.762140052,0.000257741
Northeast Article 12,expects,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,explained,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,explore,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,express,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,extreme,1,2957,0.000338181,0.628608659,0.000212583
Northeast Article 12,extremely,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,face,1,2957,0.000338181,1.32175584,0.000446992
Northeast Article 12,factors,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,failing,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,fairness,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,fallen,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,famed,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,families,1,2957,0.000338181,1.32175584,0.000446992
Northeast Article 12,fanta,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,far,1,2957,0.000338181,1.098612289,0.000371529
Northeast Article 12,far.yet,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,faster,1,2957,0.000338181,0.916290732,0.000309872
Northeast Article 12,favorable,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,federal,1,2957,0.000338181,1.32175584,0.000446992
Northeast Article 12,feel,1,2957,0.000338181,1.32175584,0.000446992
Northeast Article 12,fighting,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,figures,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,fill,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,finally,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,financial,1,2957,0.000338181,1.32175584,0.000446992
Northeast Article 12,focused,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,follow,1,2957,0.000338181,1.32175584,0.000446992
Northeast Article 12,food,1,2957,0.000338181,0.916290732,0.000309872
Northeast Article 12,foolish,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,force,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,forces,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,forward,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,found,1,2957,0.000338181,1.098612289,0.000371529
Northeast Article 12,framed,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,framework,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,frequent,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,friday.analysts,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,frontload,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,garden,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,gates,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,gathered,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,general,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,generation,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,generations,1,2957,0.000338181,1.32175584,0.000446992
Northeast Article 12,german,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,get,1,2957,0.000338181,0.762140052,0.000257741
Northeast Article 12,given,1,2957,0.000338181,1.098612289,0.000371529
Northeast Article 12,goal,1,2957,0.000338181,1.098612289,0.000371529
Northeast Article 12,goals,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,going,1,2957,0.000338181,0.916290732,0.000309872
Northeast Article 12,gone,1,2957,0.000338181,1.32175584,0.000446992
Northeast Article 12,good,1,2957,0.000338181,1.32175584,0.000446992
Northeast Article 12,governments,1,2957,0.000338181,0.916290732,0.000309872
Northeast Article 12,greenpeace,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,handle,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,happen,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,happening,1,2957,0.000338181,1.32175584,0.000446992
Northeast Article 12,harder,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,harming,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,hasn't,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,he's,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,heat,1,2957,0.000338181,0.628608659,0.000212583
Northeast Article 12,heating,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,held,1,2957,0.000338181,1.32175584,0.000446992
Northeast Article 12,hendricks,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,hidalgo,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,higher,1,2957,0.000338181,1.098612289,0.000371529
Northeast Article 12,him,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,history,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,hold,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,hoped,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,hopes,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,human,1,2957,0.000338181,1.098612289,0.000371529
Northeast Article 12,humanity,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,ice,1,2957,0.000338181,1.098612289,0.000371529
Northeast Article 12,identified,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,impact.she,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,implications,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,important,1,2957,0.000338181,1.098612289,0.000371529
Northeast Article 12,increasing,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,indicated,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,industrial,1,2957,0.000338181,1.32175584,0.000446992
Northeast Article 12,insists,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,interest,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,interviewer,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,into,1,2957,0.000338181,0.510825624,0.000172751
Northeast Article 12,invested,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,investors,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,invited,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,irreversible,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,issue.estonian,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,issued,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,issues,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,it.labour,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,ivanka,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,japanese,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,jeremy,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,join,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,joined,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,joseph,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,juri,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,just,1,2957,0.000338181,0.223143551,7.55E-05
Northeast Article 12,kellyanne,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,kept,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,keqiang,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,key,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,known,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,kofi,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,lack,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,landmark,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,largest,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,law,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,laying,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,leading,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,leave,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,leaves,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,leaving,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,left,1,2957,0.000338181,1.32175584,0.000446992
Northeast Article 12,level,1,2957,0.000338181,0.916290732,0.000309872
Northeast Article 12,li,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,light,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,limiting,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,look,1,2957,0.000338181,1.098612289,0.000371529
Northeast Article 12,looking,1,2957,0.000338181,1.098612289,0.000371529
Northeast Article 12,loss,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,love,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,lows,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,madrid.greenpeace's,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,maintained,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,mali,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,mali's,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,malta,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,managed,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,maneuver,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,mari,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,mario,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,mary,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,maximum,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,mayor,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,meant,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,melt,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,meteorological,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,mike,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,mildly,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,minister's,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,ministry,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,mirror,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,misery,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,models,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,money,1,2957,0.000338181,0.762140052,0.000257741
Northeast Article 12,months,1,2957,0.000338181,1.609437912,0.000544281
Northeast Article 12,moral,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,morning,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,moscow,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,move,1,2957,0.000338181,1.098612289,0.000371529
Northeast Article 12,mum,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,must,1,2957,0.000338181,0.916290732,0.000309872
Northeast Article 12,name,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,narendra,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,nation.putin,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,nationally,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,necessary,1,2957,0.000338181,2.014903021,0.000681401
Northeast Article 12,need,1,2957,0.000338181,0.628608659,0.000212583
Northeast Article 12,negative,1,2957,0.000338181,2.708050201,0.00091581
Northeast Article 12,negotiate,1,2957,0.000338181,2.708050201,0.00091581
